Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AFG,943469844.0350878,821689963.4730539,587182253.2760472,784040909.290188,701754424.9122808,734793166.4233576,945945923.6486486,940074953.9325843,793834316.1849711,1075487726.7175572,940261610.7526882,880340851.4423077,922286402.3121388,957642687.2928176,1016771461.3207546,1015736745.0643777,1130776799.5575223,1110275721.0526316,1369294651.0373442,1491105004.032258,1811802647.7611942,1559994578.0269058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270306101.612903,3272144063.768116,4839610008.333333,4139425083.3333335,3788742171.195652,3946509931.983805,2287173118.325792,1781371743.041607,1833142034.2196531,1435896219.2741935,1895934958.6666667,2281586069.7621746,2518074541.7690415,2324934600.72904,2551628516.197183,2267650499.3954053,2063226123.3142858,1970592321.0691826,2117488139.5789473,0.0
AFG,168656404.4094587,172141032.30257794,173061503.6722806,233380310.4337559,244051264.30750456,298944775.79141176,404998833.3140477,471866622.8639107,371653325.12448585,381275417.2981165,473286045.68088335,499565933.04959893,558894885.8780177,548731563.8850197,628991974.9051648,635346742.5503355,664782156.7556319,786548795.6748695,893050473.3167353,1025553388.984414,1001684267.2461216,964775614.0107604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143528161.412216,1222006605.325828,1425977740.2193484,1615196302.2215285,1901916733.507939,2703388854.6231074,2589606327.936882,2954962408.729592,3410918644.8115644,3665564524.0251985,4098348306.913163,4122279627.598625,3975855757.070256,4063845842.3243566,3555194957.6121516,3515704253.6837764,3786331497.27349,3667756114.9914155,3668685680.9892035,0.0
AFG,486676752.1266969,486819419.60088694,474331173.7960954,637886361.8683652,663900451.7842323,816768063.2860041,1111111084.920635,1297157688.372093,1040404065.9090909,1041692363.7707947,1377076059.8425198,1395130644.5714285,1184085696.4749537,1251504161.732852,1517996829.5774648,1626574993.8144329,1709401717.0568562,1933442499.5090015,2125603934.9436393,2362901220.447284,2334438026.9230766,2255291999.3517017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530256440.0,1612699574.2857144,1786932926.1538463,2035782827.8688526,2213106538.095238,2999347548.3076925,3040392536.2406015,3572995985.323741,4435434572.307693,4812192734.864864,5170731705.454545,5068277986.415094,4969000429.090909,4502167473.882353,4140928563.428571,4167437695.5555553,3946060891.584699,3978719733.968254,4147657180.618557,0.0
AFG,15557099372.251793,15349242046.979866,14675615511.409395,19240514142.630257,19453361647.69964,23297075630.641056,30907805700.282585,35315803849.563126,27930310494.203785,27648041956.120724,33535696951.10259,33394896611.46776,27742036304.204193,28794824639.510933,34119847695.327343,35935901727.96016,37285607922.38109,41466589228.047516,44652523665.83676,48097658940.7419,45769842922.8565,42296322208.44276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23873658106.676086,24963561624.448547,26655814900.756817,30462035524.353386,33371720145.71705,45056480910.38512,44754410152.998886,52342927089.30559,64186165089.337036,68993881918.71909,74308206232.12967,72772213016.81104,72555173625.86017,67304784390.69689,63658464686.039566,64944381982.3938,61069862859.24984,60081338264.621284,63087679000.18817,0.0
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527155857.8666667,587352702.2222222,505738773.2118451,534350262.90993077,793718455.0161812,950133391.0691824,927483717.5081967,709111580.0,1235105711.2676058,1229048076.9879518,747338766.2562395,702237386.821192,548370361.320132,382668021.35986733,293928544.1721854,369249950.6666667,550380007.7513711,564455897.6383764,434472761.73622704,441069745.01792115,633999640.2083334,608931088.4497445,973604766.1146498,1000713754.2134831,1321292973.2398317,2085806414.6121297,3189102398.2952814,3729511547.4857144,5309661817.391304,4203717006.5171895,4668546064.971429,6047156726.768377,7278020378.457059,7546099290.780142,8035190615.835776,4920693372.5810995,2815847120.1129947,3831820210.388889,4794634211.217257,3839839601.495845,3046538134.9999995,4110310805.0424933
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542262074.2278222,620859400.0,526152033.89830506,556175996.2308418,871839817.0003413,1034592584.4404876,1027348753.0143235,729222776.5750163,1368698384.5793662,1306560151.5190327,743203537.2569265,700456094.5014004,547712383.4073918,381817006.3407596,294341792.2513728,368047661.6386471,557539342.93376,576757213.8601916,442859741.54947793,453788844.53130764,654620175.7442781,626029040.0162531,988322589.1298444,1002922437.3339039,1319427639.3541808,2106341011.3262155,3237112171.5055556,3769620307.5581326,5411829366.694784,4281852820.0099883,4726889385.385327,6106374158.272737,7397938046.707622,7629208971.49085,8122465435.055849,4960714937.379138,2825168580.2875023,3819343687.675814,4816423145.508804,3812801452.690065,3044496938.189169,4105333233.8694167
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108505308.598131,1121309704.2424242,1150359178.4455957,960056696.4315352,915145532.0895522,1045475496.0553634,846953694.1317365,804365374.3283582,729251604.989605,839596628.7242798,882417678.8212181,878160210.4347826,776430932.1495328,415763634.018018,187666850.61310783,194342079.2982456,216588391.53956833,210989721.73793104,165763811.6433121,156762367.9745223,251850891.5586207,260906970.01459855,456286412.7761194,543899383.9694656,697838436.9777777,1087379961.735294,1717410062.0327868,2250567313.137931,2902905272.295082,2383293794.3728814,2438792720.5074625,3516129032.2580647,3906250000.0,4124031007.751938,4384000000.0,2643008788.757576,1545441675.2248063,2207128441.184,2469617145.301587,2182963930.929134,1688789643.3385828,2303078911.3968253
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414720517.55244756,411146891.5555556,433631487.1875,428469747.8518519,450843754.7794118,563698541.7164179,527765921.3432836,546207568.3783784,635452938.4057971,739210075.289855,1049417286.2616823,963980412.8181819,722418345.5652174,484766422.0168067,467683984.9315068,301018981.5217391,385971620.82051283,466364476.40243906,380481263.56725144,341829052.3888889,549975591.506024,548224768.2822086,932048465.1219513,984127338.39779,1453830077.0370371,2432297282.8289475,3099467863.431953,3750945521.896552,4785870854.324325,3463407238.1280785,3583313865.6578946,4560669456.066946,4940711462.450593,5384615384.615385,3816155988.857939,3230344075.148148,1748789264.0701754,2346012373.7074833,3038786721.7578125,2567003881.740741,2086345181.9455254,2657398743.919414
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31095340819.00168,29471174050.63291,29331940157.480312,30000838127.444164,30213538445.239433,36576505510.522285,33854145784.066864,38153427972.70127,40757638875.97836,46828831696.031,55331012245.119194,51125243679.1252,39045602682.683815,26664080194.871223,20458371824.065197,24585194329.036613,31649789768.044273,31646974126.730606,26432185542.844143,24434783936.30118,37000270802.93746,36128663875.63677,61503528028.58385,68391507168.307396,87137503414.90125,141624983524.10284,198840713702.2078,242541461649.08917,311435463555.0772,239766352014.78693,263614984954.18173,341842815028.5392,399488654522.21155,409457545717.62823,406842074003.6824,254506244613.36444,145434765176.53925,210411115884.6858,243972088305.21234,197102447978.04572,149941474205.81656,199546115383.98065
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42974662326.08695,39365127914.89362,39646307400.0,45545996818.89764,33143108459.45946,41051959016.30435,38645154896.174866,44416879186.81319,19358168984.547462,22719596968.8196,80205464021.42856,75204145680.85107,52581082113.92405,41802321898.55072,32876451977.777775,46156243833.333336,50513064469.79866,46922560815.95092,35553167251.36612,48832721769.84127,73036758552.0,33594224522.55639,53633666063.1579,54473103440.366974,67678296689.655174,64747668474.60596,88781367613.55933,109691516102.52101,119808674972.9364,94119366712.18207,129067229284.36018,132926829268.2927,103305785123.96695,82098765432.09875,67156862745.09804,41731717717.224884,31949034632.05128,65068645082.07547,70083729799.09909,58242945215.96639,45058043005.042015,60963853536.97479
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.895934187209302e+16,6.119606434399118e+16,5.830339323529411e+16,5.807571883534136e+16,5.8956491009615384e+16,6.994037462037037e+16,6.258463138053097e+16,6.850738993220339e+16,7.129471991869918e+16,7.9078287124031e+16,8.772472627343749e+16,2.1999552989626556e+16,7287553485964912.0,2345008301626016.0,780021268365553.6,404288267153284.7,118340355440251.58,56654647503703.7,26448087833333.332,16107128123036.648,12254489689932.887,4445802847263.682,3374303494039.735,2519477344413.0127,1979163634285.714,1665356698153.153,2338437807678.5713,2472214093977.273,2902905272295.082,2117685751024.0964,2269432114916.667,2978142076502.7324,3164556962025.3164,3136792452830.1885,3024282560706.402,1809528838775.9336,973447148945.3125,1274912454473.1978,1364788422403.5088,1157080213806.3438,853806865859.8727,1102537776732.523
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110561211800.89485,100138612903.22581,96506642487.04663,97052711342.28188,99398162711.15002,118446347284.07452,107871619066.50398,120031359684.0292,126840583053.69127,143831411637.80948,153797629954.8007,140644939133.0875,106814407338.83618,71696748968.43152,53382418236.27048,64536135113.72111,85326122415.20044,84426631634.13988,69977516853.81174,64322094785.590324,92556568655.08221,87680675487.6565,144898142304.62973,162872417616.07812,207983462098.19852,314881943063.74133,430821546354.7835,517765815293.4457,676786861575.2703,519669802604.73645,582079796926.4309,749532401804.3789,828978433297.0793,851734207695.0663,846651093230.4991,520786799475.7457,287865714204.85394,385753712455.2573,421048604010.60834,368590948675.26776,277669396677.43805,366084602659.3329
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45024927882.71736,42524616438.35616,42139778280.542984,43521395220.7542,47849813212.11175,55343926460.24442,51146026281.53205,57840271404.24436,59932821320.68508,68463751939.59732,75360838677.85236,69093533205.18668,53407203669.41809,35716092659.55076,26883925429.457516,34103498922.480145,45100950419.46309,44635993072.6583,38506146840.1927,33848184305.204094,49653523865.206184,47149042479.21152,77836027884.42932,82789719203.74054,108265363831.93895,179802152995.81754,234993570738.97284,275144396820.51196,338779284186.4807,245249574202.2353,268783906227.79312,345067747245.78955,374520613614.57336,357046979865.7718,335570469798.6577,206114212186.87967,116145819411.81953,176681089674.16364,199274911821.81464,152013652688.9503,113879600662.6455,148442841931.9856
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332241086.89075625,354097801.3397129,324115797.72262776,317820966.8131868,386843852.681388,454349501.2932331,404696042.6895565,351472696.17391306,423124272.6176115,461588191.8099547,380636100.44067794,365647742.79310346,299380575.6396396,187600664.1300813,108915853.17791411,121730752.96703297,149038546.65346536,147084181.01923078,115154506.31858407,110863476.45045045,172256506.0188679,173515800.44660193,293953746.6923077,334510888.73239434,406069780.13793105,637429632.7413793,1047620137.84,1305329041.62,1753239817.920792,1413209385.60804,1492229335.8356164,2056603773.5849056,2347417840.375587,2451612903.225806,2597156398.104265,1571518739.2612612,910328658.0091324,1271387350.9124424,1474747679.1848342,1277587185.3824885,997564114.9023256,1349711362.027907
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411840513.9583333,405144747.15328467,426960233.53846157,422214715.0364964,444309787.31884056,555408857.2794118,520004657.7941177,538924800.8,613234304.1958041,718387256.2676057,1039700459.537037,946766476.8750001,716190601.2068965,480726701.8333333,461363931.0810811,297782218.27956986,384002377.8571428,460745627.2891566,378269163.19767445,339940494.08839774,546682324.4910179,538317091.7469879,915305079.5209581,968081783.9673914,1418798026.9879518,2339931563.227848,2993200393.8285713,3625914004.5,4611385979.427084,3332093219.620853,3476576856.893617,4412955465.587045,4716981132.075472,5057034220.532319,3605263157.894737,2997226461.477663,1655830366.3122923,2261402091.377049,2913593261.3108616,2457769674.0070925,1993274021.4126396,2545508270.491228
AGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.895934187209302e+16,6.119606434399118e+16,5.830339323529411e+16,5.807571883534136e+16,5.8956491009615384e+16,6.994037462037037e+16,6.258463138053097e+16,6.850738993220339e+16,7.129471991869918e+16,7.9078287124031e+16,8.772472627343749e+16,2.1999552989626556e+16,7287553485964912.0,2345008301626016.0,780021268365553.6,404288267153284.7,118340355440251.58,56654647503703.7,26448087833333.332,16107128123036.648,12254489689932.887,4445802847263.682,3374303494039.735,2519477344413.0127,1979163634285.714,1665356698153.153,2338437807678.5713,2472214093977.273,2902905272295.082,2117685751024.0964,2269432114916.667,2978142076502.7324,3164556962025.3164,3136792452830.1885,3024282560706.402,1809528838775.9336,973447148945.3125,1274912454473.1978,1364788422403.5088,1157080213806.3438,853806865859.8727,1102537776732.523
