s e c t o r,g a s,1 9 6 0,1 9 6 1,1 9 6 2,1 9 6 3,1 9 6 4,1 9 6 5,1 9 6 6,1 9 6 7,1 9 6 8,1 9 6 9,1 9 7 0,1 9 7 1,1 9 7 2,1 9 7 3,1 9 7 4,1 9 7 5,1 9 7 6,1 9 7 7,1 9 7 8,1 9 7 9,1 9 8 0,1 9 8 1,1 9 8 2,1 9 8 3,1 9 8 4,1 9 8 5,1 9 8 6,1 9 8 7,1 9 8 8,1 9 8 9,1 9 9 0,1 9 9 1,1 9 9 2,1 9 9 3,1 9 9 4,1 9 9 5,1 9 9 6,1 9 9 7,1 9 9 8,1 9 9 9,2 0 0 0,2 0 0 1,2 0 0 2,2 0 0 3,2 0 0 4,2 0 0 5,2 0 0 6,2 0 0 7,2 0 0 8,2 0 0 9,2 0 1 0,2 0 1 1,2 0 1 2,2 0 1 3,2 0 1 4,2 0 1 5,2 0 1 6,2 0 1 7,2 0 1 8,2 0 1 9,2 0 2 0,2 0 2 1
1,1,212652963,215919406,219218961,222530998,225825029,229059070,231529519,233928070,236276701,238583414,240863742,243151413,245423525,247667295,249884934,252055904,254364381,256658858,258948875,261240402,263561874,265903541,268132628,270376219,272888434,275434378,277968368,280526162,282997306,285217896,286681768,288149902,289233938.0,289802661.0,289709374.0,289279728,288791558,288283019,287764902,287045396,286301044,285507527,284760427,284155569,283729358,283388293,283228155,283448624,284172738,285112692,286256965,287492577,288671576.0,290043450.0,291405514.0,292862440.0,294231042.0,295419395.0,296423232.0,297427522.0,298145964.0,298484014.0
