s e c t o r,g a s,1 9 6 0,1 9 6 1,1 9 6 2,1 9 6 3,1 9 6 4,1 9 6 5,1 9 6 6,1 9 6 7,1 9 6 8,1 9 6 9,1 9 7 0,1 9 7 1,1 9 7 2,1 9 7 3,1 9 7 4,1 9 7 5,1 9 7 6,1 9 7 7,1 9 7 8,1 9 7 9,1 9 8 0,1 9 8 1,1 9 8 2,1 9 8 3,1 9 8 4,1 9 8 5,1 9 8 6,1 9 8 7,1 9 8 8,1 9 8 9,1 9 9 0,1 9 9 1,1 9 9 2,1 9 9 3,1 9 9 4,1 9 9 5,1 9 9 6,1 9 9 7,1 9 9 8,1 9 9 9,2 0 0 0,2 0 0 1,2 0 0 2,2 0 0 3,2 0 0 4,2 0 0 5,2 0 0 6,2 0 0 7,2 0 0 8,2 0 0 9,2 0 1 0,2 0 1 1,2 0 1 2,2 0 1 3,2 0 1 4,2 0 1 5,2 0 1 6,2 0 1 7,2 0 1 8,2 0 1 9,2 0 2 0,2 0 2 1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66424142636,6.32714E+11,5.92717E+11,6.877E+11,6.76301E+11,6.01925E+11,5.65721E+11,5.07409E+11,5.23778E+11,5.20256E+11,5.44172E+11,4.06534E+11,3.13115E+11,3.79E+11,4.3774E+11,4.90018E+11,6.06742E+11,8.16862E+11,1.05251E+12,1.36053E+12,1.79181E+12,2.28824E+12,1.72402E+12,2.111E+12,2.76973E+12,2.98322E+12,3.13451E+12,2.85531E+12,2.00635E+12,1.86102E+12,2.20245E+12,2.34676E+12,2.42401E+12,2.15918E+12,2.56725E+12
