LSOA_2011_Code,LSOA_2011,LA Name,2012,2013,2014,2015,2016,2017
E01000314,Barnet 032F,Barnet,13.1,8.2,8.9,7.8,5.5,12.3
E01000315,Barnet 022F,Barnet,9.9,17.7,19.4,22.8,18.6,10
E01000316,Barnet 027E,Barnet,11.3,8.7,8.4,7.7,10.6,13.9
E01000317,Barnet 019D,Barnet,10,12.3,12.3,9.9,13.4,11.1
E01000318,Barnet 019E,Barnet,12.4,14.4,13.5,13.8,15.3,12.1
E01000319,Barnet 027F,Barnet,10.5,14.8,14.1,12.9,13.5,12.3
E01000320,Barnet 011D,Barnet,10.1,6.9,6.7,8.6,8,9
E01000321,Barnet 012E,Barnet,9.9,16.9,14.5,13.2,17.5,7.5
E01000322,Barnet 011E,Barnet,10.3,16.6,13.7,13.5,17.3,8.6
E01000323,Barnet 019F,Barnet,11.1,7.9,8.1,8.5,9.7,8.9
E01000324,Barnet 015F,Barnet,11.1,10,11.2,9.7,9.2,11.3
E01033572,Barnet 030E,Barnet,13.5,13,15.9,14.1,11.2,7.8
E01033573,Barnet 030F,Barnet,18,10.9,11.3,10.1,12.1,15.2
E01000325,Bexley 014A,Bexley,9.2,11.4,10.9,8.3,10.1,10.3
E01000326,Bexley 014B,Bexley,7.9,4,2.9,4.7,5.6,9.4
E01000327,Bexley 017A,Bexley,8.9,4.3,2.7,4.0,4.9,8.7
E01000328,Bexley 017B,Bexley,8,4.7,3.7,7.0,7.1,14
E01000329,Bexley 017C,Bexley,7.3,11.4,11,10.1,11.6,12.7
E01000330,Bexley 017D,Bexley,5.6,7.1,6.7,7.2,8.7,10.2
E01000331,Bexley 017E,Bexley,7.7,9.5,9.5,8.4,9.6,11.6
E01000332,Bexley 005A,Bexley,7.2,11,11.7,8.5,9.5,11.9
E01000333,Bexley 003A,Bexley,7,5.3,4.5,5.8,6.1,10.2
E01000334,Bexley 006A,Bexley,7.2,7.8,8.1,7.7,8.7,9.2
E01000335,Bexley 003B,Bexley,9.4,7.3,8.8,6.6,8.1,7.5
E01000336,Bexley 003C,Bexley,8.2,11.5,12.4,9.4,11.8,10.8
E01000337,Bexley 003D,Bexley,7.4,9.9,9.8,8.9,10.3,9.6
E01000338,Bexley 003E,Bexley,9,8,8.4,8.7,9.7,9.7
E01000339,Bexley 025A,Bexley,8.9,10.5,10.6,10.1,10.8,8.3
E01000340,Bexley 018A,Bexley,8.7,4.5,4.1,5.0,5.5,9.2
E01000341,Bexley 022A,Bexley,8.3,4.3,4,5.3,5.6,9.4
E01000342,Bexley 022B,Bexley,7.3,13.6,14.5,11.5,12.6,7.9
E01000343,Bexley 022C,Bexley,11.2,14.2,14.1,12.0,13.5,9.9
E01000344,Bexley 025B,Bexley,9.6,7.8,8,7.1,9.2,8.3
E01000345,Bexley 022D,Bexley,9.5,6,5.6,6.3,7.1,9.3
E01000346,Bexley 021A,Bexley,9.3,10.4,10.2,8.7,11.4,9.1
E01000347,Bexley 021B,Bexley,8.8,8.1,7.4,7.5,7.4,11.2
E01000348,Bexley 020A,Bexley,10.6,7.8,8.4,6.8,6.9,9.8
E01000349,Bexley 020B,Bexley,7.6,6.6,6.7,6.2,6.9,10.2
E01000350,Bexley 021C,Bexley,11.5,8.1,7.5,8.6,6.6,8.7
E01000351,Bexley 024A,Bexley,9.1,8.4,8.4,7.8,6.8,8.5
E01000352,Bexley 021D,Bexley,7.7,8.5,8.4,9.1,7.5,7.9
E01000353,Bexley 011A,Bexley,9.2,8.5,9.4,9.5,7.5,11
E01000354,Bexley 011B,Bexley,8.1,11.4,13,9.7,10.4,9.2
E01000355,Bexley 011C,Bexley,10.1,11.8,11.8,9.3,12.3,8.2
E01000356,Bexley 009A,Bexley,10.2,8.9,8.5,9.1,6.8,9.9
E01000357,Bexley 009B,Bexley,9.5,6.4,7.6,6.3,7,9.1
E01000358,Bexley 011D,Bexley,8.9,9.4,10.8,11.0,11.1,9.2
E01000359,Bexley 009C,Bexley,8.6,7.9,8,7.0,7.6,10.7
E01000360,Bexley 015A,Bexley,10,6.2,5.6,4.9,6.8,10.7
E01000361,Bexley 020C,Bexley,8.4,8.6,8.9,7.1,9,11.3
E01000362,Bexley 015B,Bexley,8.1,9.7,9.3,9.6,10,10.7
E01000363,Bexley 020D,Bexley,7.9,8.4,9.1,7.4,9.2,9
E01000364,Bexley 023A,Bexley,8.1,10.5,9.5,7.3,11,8.4
E01000365,Bexley 015C,Bexley,7.6,8,8.3,8.3,8.1,15.1
E01000366,Bexley 015D,Bexley,7.9,9,9.2,5.8,7.8,14
E01000367,Bexley 010A,Bexley,8,8,8,7.0,6.6,19.1
E01000368,Bexley 010B,Bexley,5.1,7.2,6.9,7.2,7,13.5
E01000369,Bexley 014C,Bexley,10.1,9.6,9.7,7.3,9.3,10.7
E01000370,Bexley 014D,Bexley,8.6,9.6,9.2,8.2,8.6,9
E01000371,Bexley 014E,Bexley,8.3,10.5,9.4,9.5,8.7,9.4
E01000372,Bexley 010C,Bexley,9.4,8.1,8.9,7.0,9.3,14.9
E01000373,Bexley 008A,Bexley,9.6,8.7,9.4,8.1,9.7,4.7
E01000374,Bexley 019A,Bexley,8.6,12.2,12.6,9.6,10.6,10.5
E01000375,Bexley 019B,Bexley,8.8,3.6,2.5,3.8,4.4,8.4
E01000376,Bexley 019C,Bexley,8.3,7.8,8.2,7.6,7.4,10.3
E01000377,Bexley 019D,Bexley,6,8,8.1,7.6,8.2,10.4
E01000378,Bexley 019E,Bexley,6.8,9.3,9.4,7.2,8.4,11
E01000379,Bexley 019F,Bexley,8.4,8.5,7.6,8.2,7.5,11.3
E01000380,Bexley 010D,Bexley,3.5,7.6,7.6,6.8,7.5,9.5
E01000381,Bexley 028A,Bexley,7.2,8.9,9.1,6.5,7,10.4
E01000382,Bexley 027A,Bexley,8.3,10.3,10,10.8,11.8,6.9
E01000383,Bexley 028B,Bexley,8,9.2,8.9,8.1,8.4,9.2
E01000384,Bexley 027B,Bexley,7,8.9,9,9.4,8.4,10.8
E01000385,Bexley 028C,Bexley,9.2,9.7,9.6,8.0,7.9,11.3
E01000386,Bexley 028D,Bexley,7.6,9.9,9.6,10.1,7.6,9.1
E01000387,Bexley 027C,Bexley,8.3,8.2,8.9,6.4,7.4,7.8
E01000388,Bexley 016A,Bexley,10.2,7.4,7.1,8.3,9.2,9.7
E01000389,Bexley 020E,Bexley,8.3,8.9,9.1,8.6,8.8,9.5
E01000390,Bexley 020F,Bexley,6.9,7.6,7.5,7.7,8.1,13
E01000391,Bexley 021E,Bexley,9.1,6.8,6.9,8.2,6.8,10
E01000392,Bexley 016B,Bexley,9.3,10.5,11.4,8.5,10.3,11.5
E01000393,Bexley 020G,Bexley,10,8.3,8.7,7.2,7.5,13.1
E01000394,Bexley 015E,Bexley,7.6,7.6,8.4,7.9,8.4,8.1
E01000395,Bexley 018B,Bexley,9.3,8.4,10.6,6.9,8,6.8
E01000396,Bexley 018C,Bexley,7.9,6.9,7.3,5.2,6,5.7
E01000398,Bexley 029A,Bexley,8.4,8.7,8.2,7.6,6.9,13.5
E01000399,Bexley 029B,Bexley,9,8.3,9.2,10.3,11.7,12.4
E01000400,Bexley 029C,Bexley,9.1,7.9,7.8,9.4,7.1,10.6
E01000401,Bexley 013A,Bexley,9.4,8.9,8.7,10.3,7.1,14.7
E01000402,Bexley 005B,Bexley,6.7,8.9,8.7,11.2,10.7,10.3
E01000403,Bexley 004A,Bexley,5.2,9.4,9.6,6.5,7.1,9.6
E01000404,Bexley 004B,Bexley,4.8,7.6,8.7,6.5,7.6,11.8
E01000405,Bexley 004C,Bexley,8.8,7.4,7.8,5.9,7.3,10.3
E01000406,Bexley 005C,Bexley,10.6,8.1,9.2,8.0,7.9,9.6
E01000407,Bexley 005D,Bexley,7.5,6.6,7.1,6.7,6.2,10.3
E01000408,Bexley 004D,Bexley,13.5,9.7,10.5,9.6,10.5,9.3
E01000409,Bexley 016C,Bexley,8.9,8.4,7.9,8.6,8,13.3
E01000410,Bexley 018D,Bexley,9.2,9.8,9.8,8.1,8,8
E01000411,Bexley 016D,Bexley,8.9,8.5,8.4,8.7,5.1,8.6
E01000412,Bexley 018E,Bexley,8.3,8.7,8.9,9.1,8.3,10.3
E01000413,Bexley 018F,Bexley,9.6,8.1,8.4,8.1,8.5,9.1
E01000414,Bexley 016E,Bexley,9.5,8.5,8.9,9.1,8.7,9
E01000415,Bexley 016F,Bexley,9.8,14.1,14,10.8,15.4,11.8
E01000416,Bexley 002A,Bexley,8.9,10.8,11.8,9.4,12.5,8.4
E01000417,Bexley 006B,Bexley,8.5,10.3,10.5,8.9,10.8,7.2
E01000418,Bexley 002B,Bexley,7,6.6,7.5,5.9,6.3,8.8
E01000419,Bexley 006C,Bexley,9.8,6.8,9.5,7.3,7.8,11
E01000420,Bexley 006D,Bexley,9.1,10.8,11.1,9.3,11.4,7.8
E01000421,Bexley 009D,Bexley,8.9,9.4,9.7,6.6,8.2,7.2
E01000422,Bexley 002C,Bexley,8.5,6.9,7.8,6.5,7.1,9.9
E01000423,Bexley 025C,Bexley,8.8,8.5,9.4,6.9,10.3,7.2
E01000424,Bexley 026A,Bexley,6.9,8.7,9,6.4,8.4,11
E01000425,Bexley 025D,Bexley,9.5,5.6,5.9,5.9,7.1,10.6
E01000426,Bexley 026B,Bexley,7.7,7.5,7.9,6.5,8.3,10.7
E01000427,Bexley 026C,Bexley,5.9,9.5,9.9,8.4,7.9,12
E01000428,Bexley 027D,Bexley,5.8,8,7.8,7.2,8.5,9.8
E01000429,Bexley 008B,Bexley,7.6,7.9,7.7,8.9,7.7,8.8
E01000430,Bexley 008C,Bexley,4.3,9.2,9.5,8.5,8.4,11.3
E01000431,Bexley 008D,Bexley,9.8,6.3,6.6,7.3,7.5,10.8
E01000432,Bexley 008E,Bexley,8,9.6,9.9,8.4,9.8,12.3
E01000433,Bexley 008F,Bexley,8.8,7.5,7.8,8.1,6.6,9.9
E01000434,Bexley 008G,Bexley,6,7,6.6,6.6,6.8,7.6
E01000435,Bexley 010E,Bexley,7.2,8.9,9.1,8.9,8.5,10.5
E01000436,Bexley 011E,Bexley,9.1,8.2,8.8,5.6,6.7,10.6
E01000437,Bexley 007A,Bexley,8.4,5.7,5,4.5,5.6,9.4
E01000438,Bexley 007B,Bexley,10,7.5,7.9,6.6,7,8.6
E01000439,Bexley 007C,Bexley,10.2,7.1,7.6,6.9,7.6,8.2
E01000440,Bexley 007D,Bexley,9.1,6.7,8.1,6.5,7.1,8.8
E01000441,Bexley 007E,Bexley,7,6.8,7.9,5.8,7.4,8.3
E01000442,Bexley 006E,Bexley,8.6,5.4,6.4,5.2,5.9,7.5
E01000443,Bexley 024B,Bexley,8,6.8,8.1,7.0,7.4,12.4
E01000444,Bexley 023B,Bexley,7.7,8.3,9.6,7.3,8.1,11.2
E01000445,Bexley 024C,Bexley,8.8,7.4,7.5,7.0,7.9,10.6
E01000446,Bexley 024D,Bexley,9.8,7.2,7.9,6.2,6.6,11.3
E01000447,Bexley 023C,Bexley,8.2,9.8,9.3,6.7,8.8,10.2
E01000448,Bexley 023D,Bexley,8.1,8.6,10,7.3,6.6,12.1
E01000449,Bexley 023E,Bexley,6,7.4,8.3,7.5,6.8,12.1
E01000450,Bexley 009E,Bexley,8.6,8.7,8.5,6.6,8,9.1
E01000451,Bexley 009F,Bexley,9.6,8.5,8.6,6.7,8.2,7.8
E01000452,Bexley 009G,Bexley,9.6,8.2,8.4,7.6,8.2,8.2
E01000453,Bexley 013B,Bexley,9.6,5.8,7.9,5.9,7.4,6
E01000454,Bexley 013C,Bexley,7.4,9.6,11.6,8.0,9,9.5
E01000455,Bexley 013D,Bexley,8.9,6.1,8,6.1,5.7,11
E01000456,Bexley 013E,Bexley,9.3,6.1,7.8,6.9,7.8,9.6
E01000457,Bexley 026D,Bexley,6.9,8.6,8.6,8.5,9.6,11.4
E01000458,Bexley 027E,Bexley,6.3,7.2,7.6,6.8,8.1,6.8
E01000459,Bexley 027F,Bexley,6.8,8.7,10.6,7.7,8.9,11.9
E01000460,Bexley 022E,Bexley,6.1,8.1,8.3,7.3,6.8,5.7
E01000461,Bexley 024E,Bexley,9.5,6.1,10.7,6.5,7.4,4.8
E01000462,Bexley 026E,Bexley,8.5,7,7.9,6.2,6.8,7
E01000463,Bexley 025E,Bexley,8.2,7.2,8.5,5.8,7,11.1
E01000464,Bexley 002D,Bexley,6.1,8.3,8.4,9.3,8.3,16.5
E01000465,Bexley 002E,Bexley,5.5,9.1,9.3,8.8,9,13.2
E01000466,Bexley 001A,Bexley,9.8,8.3,8.5,8.7,9.9,15.7
E01000467,Bexley 001B,Bexley,3.6,7,7.4,6.6,7.8,19.1
E01000468,Bexley 001C,Bexley,4.5,9.6,10.3,11.7,10.1,17.3
E01000469,Bexley 001D,Bexley,5.2,8.9,8.9,8.9,8.5,19.7
E01000470,Bexley 002F,Bexley,8.9,9.5,8.6,8.5,8.9,12.8
E01032566,Bexley 029D,Bexley,7.3,8.4,9.6,7.6,7.2,19.8
E01000471,Brent 026A,Brent,11,15.8,12.6,15.2,16.2,16.9
E01000472,Brent 029A,Brent,6.8,13,10.2,15.5,14.1,17.4
E01000473,Brent 029B,Brent,10.3,11.3,9.9,12.4,12.7,14.3
E01000474,Brent 026B,Brent,10.1,11.6,9.3,12.7,13.5,10.8
E01000475,Brent 029C,Brent,11.3,10.7,7.8,11.1,12.1,14.2
E01000476,Brent 026C,Brent,11.6,16,12.1,19.2,17.8,12.1
E01000477,Brent 026D,Brent,11.5,16,12.4,14.6,17.2,13.3
E01000478,Brent 029D,Brent,10.6,11.1,9.7,13.7,14.1,18
E01000479,Brent 009A,Brent,12.1,15.2,13.5,16.0,17.4,15.3
E01000480,Brent 006A,Brent,12.3,11,10.7,12.2,13,16.9
E01000481,Brent 009B,Brent,10.5,11.1,8.5,11.0,13.3,9.3
E01000482,Brent 009C,Brent,9.4,8.9,8.2,10.7,10.8,12.6
E01000483,Brent 009D,Brent,9.1,15.5,12.4,17.8,16.3,10.7
E01000484,Brent 006B,Brent,6,13.7,11.4,17.0,15.6,15.3
E01000485,Brent 006C,Brent,6.9,13.9,11.3,17.1,15.2,14.7
E01000486,Brent 006D,Brent,13.2,15.2,12.3,16.0,16.7,10.1
E01000487,Brent 006E,Brent,12.3,10.3,9.1,11.9,10.8,8.7
E01000488,Brent 022A,Brent,12.8,13.8,11.7,9.7,12.4,10.9
E01000489,Brent 030A,Brent,7.5,11.1,10.5,10.7,10.6,13.7
E01000490,Brent 023A,Brent,10.6,11.8,10.1,11.6,12.3,17.2
E01000491,Brent 030B,Brent,8.2,10.6,9.2,14.3,12.6,7.5
E01000492,Brent 030C,Brent,12.4,14.3,12,12.5,15.1,14.5
E01000493,Brent 030D,Brent,11.9,11.8,10.8,14.4,14.6,13.6
E01000494,Brent 023B,Brent,7.2,13.7,11.6,14.2,14.5,16.2
E01000495,Brent 023C,Brent,7.6,11,8.9,12.3,13.6,12
E01000497,Brent 011A,Brent,10.6,13.7,13,13.8,13.9,17.1
E01000498,Brent 010B,Brent,12.3,12.1,10.8,12.1,14.7,18.1
E01000499,Brent 011B,Brent,15.1,10.8,8.9,11.1,13.2,19.4
E01000501,Brent 011C,Brent,7.1,10.6,9.4,11.2,10.9,17.2
E01000502,Brent 011D,Brent,12.6,14.7,12.3,14.6,17.1,17.8
E01000503,Brent 011E,Brent,10.9,11.5,9.8,15.2,13.9,16.5
E01000504,Brent 018A,Brent,10.5,13.3,10.8,15.5,16,13.7
E01000505,Brent 018B,Brent,9,15.9,12.8,15.1,16.5,17.8
E01000506,Brent 014A,Brent,10.8,13.5,11.6,15.8,16.4,13.7
E01000507,Brent 018C,Brent,11.4,11.5,8.9,17.5,15.6,11.7
E01000508,Brent 025A,Brent,14.7,8.6,8,8.8,9.4,18.9
E01000509,Brent 014B,Brent,13.8,10.2,9.5,7.8,11.5,17.3
E01000510,Brent 014C,Brent,15.3,14.9,10.9,12.8,14.3,15
E01000511,Brent 014D,Brent,13.3,14.4,12.1,15.3,16,17.3
E01000512,Brent 018D,Brent,9,7.6,8.3,17.9,11.1,14.3
E01000513,Brent 002A,Brent,12.3,12.7,10.8,13.7,13.9,19.8
E01000514,Brent 002B,Brent,11.7,13.4,11.9,9.1,12.8,13.7
E01000515,Brent 003A,Brent,9.2,10.3,9.1,13.3,12,16.1
E01000516,Brent 002C,Brent,15.2,8.4,7.9,10.0,10.5,16
E01000517,Brent 003B,Brent,12,10.7,9.1,12.4,13.4,15.3
E01000518,Brent 005A,Brent,13.5,8.8,8.2,9.1,11.3,13.7
E01000519,Brent 005B,Brent,11.9,13.3,10.7,11.4,13.7,16.7
E01000520,Brent 002D,Brent,11.4,9,9.7,12.1,12.2,12.7
E01000521,Brent 025B,Brent,13.1,9.3,8.4,9.0,11.6,14.4
E01000522,Brent 025C,Brent,11.5,16.6,14,13.4,15.9,18.1
E01000523,Brent 031A,Brent,15.6,9.5,8.1,9.4,12,14.3
E01000524,Brent 031B,Brent,14,13.9,12,12.2,15.3,13.8
E01000525,Brent 031C,Brent,11.5,7.5,6.8,7.4,9,14.9
E01000526,Brent 025D,Brent,9.5,10.4,8.8,10.8,12.4,15.9
E01000527,Brent 025E,Brent,13.3,11.6,10.5,10.4,13.4,15.2
E01000528,Brent 025F,Brent,10,12.2,10.5,13.0,14,16.6
E01000530,Brent 033A,Brent,11.4,16.2,13.2,14.8,17.8,12.3
E01000531,Brent 033B,Brent,15.1,13.4,10.8,14.9,14.3,16.6
E01000532,Brent 033C,Brent,10,7.7,7.2,9.0,9.2,13.8
E01000533,Brent 031E,Brent,12.9,14.5,13.8,17.4,16.9,16.3
E01000534,Brent 033D,Brent,12.9,12.5,9.6,13.2,13.1,9.4
E01000535,Brent 031F,Brent,12.1,13.7,10.9,15.8,16.5,9
E01000536,Brent 004A,Brent,9.2,11.6,11.2,17.0,15.6,12.6
E01000538,Brent 004B,Brent,11.3,7.7,6.1,11.4,10,15
E01000539,Brent 004C,Brent,8.9,14.3,14.5,16.0,16,9.9
E01000540,Brent 004D,Brent,10.5,17.3,13.9,14.3,15.9,14.1
E01000541,Brent 004E,Brent,9.3,13.3,13.4,15.7,16.3,9.3
E01000543,Brent 003E,Brent,11.6,14.8,13.4,14.5,14.3,10.8
E01000544,Brent 034A,Brent,8.4,12.2,10.8,14.0,16.5,12.1
E01000545,Brent 028A,Brent,7.7,14,14.1,15.7,16,22.5
E01000546,Brent 028B,Brent,11.3,17.1,19.2,19.9,19.4,10.5
E01000547,Brent 028C,Brent,11.8,8.6,11.1,12.9,11.6,17.4
E01000548,Brent 028D,Brent,8.4,11.3,11.3,10.0,8.8,20.2
E01000549,Brent 028E,Brent,9,16.2,15.1,19.8,18,16.3
E01000550,Brent 034B,Brent,6.7,11.6,12.5,15.5,11.4,15.7
E01000551,Brent 034C,Brent,9.4,12.4,17.2,9.8,7.9,16.1
E01000552,Brent 034D,Brent,8.6,9.3,8.2,11.9,11.6,14
E01000553,Brent 015A,Brent,15.6,13.6,11.4,14.7,14.1,7.3
E01000554,Brent 015B,Brent,11.2,12.6,10.8,14.3,14,14.7
E01000555,Brent 015C,Brent,12.1,13.5,12.3,15.1,14.2,15.7
E01000556,Brent 015D,Brent,15.3,11.5,10.3,18.0,13.5,20.3
E01000557,Brent 015E,Brent,11,17.3,14.1,15.6,16.5,14.4
E01000558,Brent 015F,Brent,12.9,14.7,11.7,13.6,16,15
E01000559,Brent 018E,Brent,8.4,13.9,11.6,13.5,15.3,11.3
E01000560,Brent 023D,Brent,11.3,4.6,4.8,13.5,9.7,12.4
E01000561,Brent 023E,Brent,5.6,11.5,10.8,20.2,16,13.9
E01000562,Brent 008A,Brent,9.7,12.6,15,10.8,7.5,16
E01000563,Brent 008B,Brent,11.3,11.5,9.7,9.0,8.9,20.2
E01000564,Brent 013A,Brent,11.9,14.8,13.5,14.3,15,15.1
E01000565,Brent 013B,Brent,9.9,13,12.3,13.5,11.6,16.9
E01000566,Brent 008C,Brent,10.6,11.9,15,12.0,9,16.4
E01000567,Brent 016A,Brent,8.9,10.6,8.5,14.7,12.7,15.9
E01000568,Brent 008D,Brent,11.4,10.7,9.6,15.1,13,14.9
E01000569,Brent 008E,Brent,11,14.3,10.9,16.4,15.2,11.5
E01000570,Brent 012A,Brent,10.4,13.9,12.2,21.6,16.1,9.3
E01000571,Brent 012B,Brent,14.1,10,8.4,13.7,11.7,14.9
E01000572,Brent 007A,Brent,10.5,15.9,14.9,20.3,16.6,10.8
E01000573,Brent 007B,Brent,12.4,16.5,14.3,15.5,15.5,13.1
E01000574,Brent 007C,Brent,11.6,15.6,12.4,15.3,16,14.9
E01000575,Brent 007D,Brent,11.4,14.5,12.7,21.2,18.4,15.9
E01000576,Brent 012C,Brent,11.2,14.6,11.7,15.5,13.8,13.6
E01000577,Brent 007E,Brent,7.1,13.3,9.6,9.5,13.9,11.8
E01000578,Brent 012D,Brent,7.3,11.3,9.8,8.0,11.8,7.4
E01000579,Brent 032A,Brent,10.6,9.9,8.4,7.9,10.4,16.4
E01000580,Brent 032B,Brent,9.2,5.8,4.5,6.1,6.8,12.8
E01000581,Brent 030E,Brent,11,14,11.6,9.3,13.8,15.7
E01000582,Brent 032C,Brent,11.2,14.9,12.8,9.8,14.6,12.1
E01000583,Brent 032D,Brent,9.7,12.5,14.2,11.6,11,16.5
E01000584,Brent 033E,Brent,10.7,18.3,20.9,21.9,19.8,12.8
E01000585,Brent 033F,Brent,11.5,11.9,14.3,17.6,11.7,11.4
E01000586,Brent 032E,Brent,12.2,9.5,11.7,14.1,10.2,18
E01000587,Brent 001A,Brent,13.1,13.2,14.9,16.9,15.2,14.2
E01000588,Brent 002E,Brent,10.2,9.8,14.9,13.8,8,15
E01000589,Brent 001B,Brent,12.3,3.7,3.9,7.1,5.4,13.5
E01000590,Brent 001C,Brent,11.8,6,7.1,7.6,7.1,13.8
E01000591,Brent 003F,Brent,12.7,11.1,15.4,11.9,8.8,11.7
E01000592,Brent 001D,Brent,11.8,6.2,6.6,6.2,5.8,10.8
E01000593,Brent 001E,Brent,9.2,16.8,18.5,25.4,22.2,7
E01000594,Brent 001F,Brent,11.5,16.3,14.5,20.9,19.5,14.7
E01000595,Brent 027A,Brent,12,14,16.6,19.8,19.2,15.6
E01000596,Brent 021A,Brent,9.7,7.3,5.8,9.7,12.4,18.8
E01000599,Brent 027D,Brent,11.3,16.4,15.7,14.7,18.4,20.5
E01000600,Brent 027E,Brent,9.1,14.9,14,15.8,18.2,17.5
E01000601,Brent 021B,Brent,7.3,12,11.6,11.6,14.1,16.8
E01000602,Brent 021C,Brent,9,10,9.8,9.8,14,14.5
E01000603,Brent 021D,Brent,7,13.6,15.2,15.2,17.4,19.1
E01000604,Brent 021E,Brent,10.1,8.8,6.8,9.5,14.3,16.2
E01000605,Brent 021F,Brent,10,14,12.5,13.6,13,10.9
E01000606,Brent 016B,Brent,11,15.3,12.5,15.2,14.3,15.5
E01000607,Brent 013C,Brent,12.6,15.7,13.3,15.7,15,20.3
E01000608,Brent 013D,Brent,12.2,11.1,9.3,15.6,12.1,19.3
E01000609,Brent 016C,Brent,10.3,10.6,9.1,12.9,11.3,19.2
E01000610,Brent 019A,Brent,9.8,13.2,12,10.2,14.7,17.5
E01000611,Brent 016D,Brent,10.7,10.4,9.2,10.9,17,18.8
E01000612,Brent 019B,Brent,9.9,9,8.9,10.1,13.3,20
E01000613,Brent 013E,Brent,7.6,13,11.4,10.4,16.3,12.3
E01000615,Brent 017B,Brent,11.3,7.2,8,9.0,6.2,16
E01000616,Brent 020A,Brent,12.3,8.6,11.3,11.0,8.1,13.2
E01000617,Brent 017C,Brent,11.7,12,15.3,14.5,10,11.4
E01000618,Brent 017D,Brent,11.3,7.2,9.3,10.5,8,11.6
E01000619,Brent 017E,Brent,10.9,12.7,18.5,13.6,8.2,16.6
E01000620,Brent 020B,Brent,11.8,10.9,10.3,15.3,11.9,17.8
E01000621,Brent 020C,Brent,11.4,10.9,9.6,18.6,12.9,14.2
E01000622,Brent 010D,Brent,12.2,11.8,10.9,15.3,13.6,15.3
E01000623,Brent 005C,Brent,12.2,16.4,13.6,17.1,14.9,17.6
E01000624,Brent 005D,Brent,11.3,16.8,12.7,18.1,15.7,21
E01000625,Brent 009E,Brent,11.4,7.9,7.9,6.8,6.4,20.5
E01000626,Brent 010E,Brent,9.1,7.1,7.8,5.9,6.7,14.5
E01000627,Brent 014E,Brent,13.3,12.8,14.1,9.7,8.1,20.8
E01000628,Brent 014F,Brent,13.4,11.4,11.4,8.1,7.2,21.2
E01000629,Brent 005E,Brent,12.3,9.6,14.2,8.5,6.5,19.9
E01000630,Brent 026E,Brent,9.7,17.2,19.5,15.2,17.1,23.2
E01000631,Brent 019C,Brent,9.8,12.6,14.2,13.3,15.7,14.7
E01000632,Brent 029E,Brent,11.8,12.8,15.2,14.5,17.2,19.6
E01000633,Brent 019D,Brent,10.2,10.9,12.4,12.4,13.8,17.5
E01000634,Brent 019E,Brent,10.2,13.1,14.3,16.9,18.3,12.9
E01000635,Brent 020D,Brent,13.8,16.4,13.1,17.0,19.6,11.8
E01000636,Brent 020E,Brent,12.2,14.4,14.5,18.5,20,15.8
E01000637,Brent 022B,Brent,11.9,12.8,15.6,11.8,8.3,9.6
E01000638,Brent 024A,Brent,16.2,9.6,11.8,7.1,6.3,6.7
E01000639,Brent 022C,Brent,9.9,12.4,15.4,9.0,7.5,8.4
E01000640,Brent 024B,Brent,16.1,13.1,17.8,11.8,8.7,8.1
E01000641,Brent 024C,Brent,13.6,9.2,11.1,6.6,5.3,9.5
E01000642,Brent 022D,Brent,10.7,12.5,14.7,12.2,9,9.9
E01000643,Brent 024D,Brent,9.2,15.6,19.2,16.7,15.7,8.8
E01000644,Brent 022E,Brent,12.2,12.6,15.3,11.4,8,8.8
E01033424,Brent 017F,Brent,8.3,12.2,14.4,11.3,10.9,10.2
E01033455,Brent 031G,Brent,18.9,12.3,14,10.8,7.7,7.9
E01033456,Brent 027F,Brent,8.1,10.3,13.6,9.7,5.9,8.2
E01033457,Brent 017G,Brent,11.3,9.4,8.3,10.0,10.1,7.3
E01033463,Brent 003G,Brent,12,7.5,8.7,8.2,8.7,5.8
E01033464,Brent 010F,Brent,13.4,8.5,9.1,8.8,11.5,9.2
E01033485,Brent 031H,Brent,16.2,11.9,11.7,8.1,12.4,6.3
E01000645,Bromley 007A,Bromley,7.8,8,8.8,7.7,9.1,12
E01000646,Bromley 016A,Bromley,5,8.4,9,5.8,7.8,11.3
E01000647,Bromley 016B,Bromley,8.9,8.9,10.2,7.8,9.8,10.7
E01000648,Bromley 016C,Bromley,8.6,10.5,11.2,9.0,10.6,10.1
E01000649,Bromley 007B,Bromley,8.1,11,12.2,8.6,10.7,9.1
E01000650,Bromley 022A,Bromley,8.1,10.3,11.1,8.5,10.3,8.9
E01000651,Bromley 020A,Bromley,7,5.6,7.5,5.1,7,10.7
E01000652,Bromley 022B,Bromley,8.7,6.6,7.5,4.8,6.1,11
E01000653,Bromley 016D,Bromley,5.5,7.1,8.2,4.9,5.7,9.3
E01000654,Bromley 039A,Bromley,6.7,8.4,9.4,6.3,7.5,9.3
E01000655,Bromley 039B,Bromley,6.6,7.6,8,6.6,8,6.5
E01000656,Bromley 039C,Bromley,6.5,10.5,12.3,11.5,11.3,6.4
E01000657,Bromley 039D,Bromley,5.9,12.8,15,10.4,11.7,8.2
E01000658,Bromley 042A,Bromley,7.4,8.7,9.8,7.8,7.1,5.8
E01000659,Bromley 039E,Bromley,5.4,10.3,10,7.1,8.5,10.6
E01000661,Bromley 026A,Bromley,8.1,13.1,14.4,9.5,10.9,8.2
E01000662,Bromley 026B,Bromley,9.7,6.6,6.7,8.2,7.7,10.1
